date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:40:59	43971/43971	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:40:58%20GMT	http://www.celibat.org/la-preparation-au-mariage/premieres-lectures-pour-une-messe-de-mariage.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/la-preparation-au-mariage/premieres-lectures-pour-une-messe-de-mariage.5a3.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/quelle-est-la-demarche-pour-se-preparer-ua-mariage-a-leglise.html)
16:41:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:41:08%20GMT	http://www.celibat.org/6q6	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/6q6.5a4.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/peut-on-celebrer-le-meme-jour-son-mariage-et-le-bapteme-de-ses-enfants.html)
16:41:20	44303/44303	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:41:18%20GMT	http://www.celibat.org/fiancailles-et-foi/peut-on-celebrer-le-meme-jour-son-mariage-et-le-bapteme-de-ses-enfants.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/fiancailles-et-foi/peut-on-celebrer-le-meme-jour-son-mariage-et-le-bapteme-de-ses-enfants.5a5.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/peut-on-celebrer-le-meme-jour-son-mariage-et-le-bapteme-de-ses-enfants.html)
16:41:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:41:29%20GMT	http://www.celibat.org/wu4	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/wu4.5a6.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/mon-futur-mari-est-musulman-et-on-mimpose-de-passer-devant-limam-pour-le-mariage-que-faire.html)
16:41:40	44280/44280	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:41:39%20GMT	http://www.celibat.org/fiancailles-et-foi/mon-futur-mari-est-musulman-et-on-mimpose-de-passer-devant-limam-pour-le-mariage-que-faire.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/fiancailles-et-foi/mon-futur-mari-est-musulman-et-on-mimpose-de-passer-devant-limam-pour-le-mariage-que-faire.5a7.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/mon-futur-mari-est-musulman-et-on-mimpose-de-passer-devant-limam-pour-le-mariage-que-faire.html)
16:41:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:41:50%20GMT	http://www.celibat.org/49u	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/49u.5a8.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/pour-former-un-couple-suffit-il-que-les-deux-aient-la-foi.html)
16:42:02	44292/44292	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:42:00%20GMT	http://www.celibat.org/fiancailles-et-foi/pour-former-un-couple-suffit-il-que-les-deux-aient-la-foi.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/fiancailles-et-foi/pour-former-un-couple-suffit-il-que-les-deux-aient-la-foi.5a9.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/pour-former-un-couple-suffit-il-que-les-deux-aient-la-foi.html)
16:42:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:42:11%20GMT	http://www.celibat.org/hkc	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/hkc.5aa.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/comment-savoir-si-je-suis-appelee-au-mariage.html)
16:42:23	44266/44266	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:42:21%20GMT	http://www.celibat.org/fiancailles-et-foi/comment-savoir-si-je-suis-appelee-au-mariage.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/fiancailles-et-foi/comment-savoir-si-je-suis-appelee-au-mariage.5ab.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/comment-savoir-si-je-suis-appelee-au-mariage.html)
16:42:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:42:32%20GMT	http://www.celibat.org/d6h	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/d6h.5ac.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/quest-ce-que-ca-change-le-mariage-a-leglise.html)
16:42:43	44218/44218	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:42:42%20GMT	http://www.celibat.org/fiancailles-et-foi/quest-ce-que-ca-change-le-mariage-a-leglise.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/fiancailles-et-foi/quest-ce-que-ca-change-le-mariage-a-leglise.5ad.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/quest-ce-que-ca-change-le-mariage-a-leglise.html)
16:42:55	50161/50161	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Feb%202021%2015:42:53%20GMT	http://www.fiancailles.org/autres/y-a-t-il-une-seule-personne-faite-pour-moi.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.fiancailles.org/autres/y-a-t-il-une-seule-personne-faite-pour-moi.html	(from http://www.fiancailles.org/fiancailles-et-foi/quest-ce-que-ca-change-le-mariage-a-leglise.html)
16:43:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:43:03%20GMT	http://www.celibat.org/dp3	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/dp3.5af.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/faut-il-est-un-l-super-catho-r-pour-se-marier-a-leglise.html)
16:43:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:43:14%20GMT	http://www.celibat.org/w3p	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/w3p.5b0.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/quels-textes-pouvons-nous-mediter-au-cours-de-nos-fiancailles.html)
16:43:25	44410/44410	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:43:24%20GMT	http://www.celibat.org/fiancailles-et-foi/quels-textes-pouvons-nous-mediter-au-cours-de-nos-fiancailles.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/fiancailles-et-foi/quels-textes-pouvons-nous-mediter-au-cours-de-nos-fiancailles.5b1.delayed	(from http://www.fiancailles.org/fiancailles-et-foi/quels-textes-pouvons-nous-mediter-au-cours-de-nos-fiancailles.html)
16:43:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:43:36%20GMT	http://www.celibat.org/h9a	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/h9a.5b2.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/vivre-ensemble-se-marier.html)
16:43:50	44182/44182	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:43:47%20GMT	http://www.celibat.org/vivre-pleinement-ses-fiancailles/vivre-ensemble-se-marier.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/vivre-pleinement-ses-fiancailles/vivre-ensemble-se-marier.5b3.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/vivre-ensemble-se-marier.html)
16:43:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:43:58%20GMT	http://www.celibat.org/d9x	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/d9x.5b4.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/date-limite-27-ans.html)
16:44:09	44272/44272	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:44:08%20GMT	http://www.celibat.org/vivre-pleinement-ses-fiancailles/date-limite-27-ans.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/vivre-pleinement-ses-fiancailles/date-limite-27-ans.5b5.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/date-limite-27-ans.html)
16:44:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:44:18%20GMT	http://www.celibat.org/w8c	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/w8c.5b6.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
